Year,State Name,Area_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day,Yield_kg_per_ha,Crop_cotton,Crop_maize,Crop_rice
2016,Uttar Pradesh,41850.0,69.20991000000001,30.75996,43.57661,22,70,6.0,800,2.5,20,2563.33,False,True,False
2016,Uttar Pradesh,38250.0,23.43402,13.0189,23.43402,20,60,6.5,600,1.5,16,1301.89,False,False,False
2017,Uttar Pradesh,73990.0,74.75,35.88,65.78,25,80,6.5,1200,2.0,18,2990.0,False,False,True
2017,Uttar Pradesh,34240.0,87.11955,38.719800000000006,54.85305,22,70,6.0,800,2.5,20,3226.65,False,True,False
2017,Uttar Pradesh,38390.0,31.620420000000003,17.5669,31.620420000000003,20,60,6.5,600,1.5,16,1756.69,False,False,False
1966,Uttar Pradesh,56600.0,17.40275,8.35332,15.31442,25,80,6.5,1200,2.0,18,696.11,False,False,True
1966,Uttar Pradesh,300.0,89.99991,39.99996,56.666610000000006,22,70,6.0,800,2.5,20,3333.33,False,True,False
1966,Uttar Pradesh,72400.0,12.25692,6.809400000000001,12.25692,20,60,6.5,600,1.5,16,680.94,False,False,False
1967,Uttar Pradesh,61300.0,16.354,7.849919999999999,14.39152,25,80,6.5,1200,2.0,18,654.16,False,False,True
1967,Uttar Pradesh,800.0,23.625,10.5,14.875,22,70,6.0,800,2.5,20,875.0,False,True,False
1967,Uttar Pradesh,66700.0,13.27734,7.3763,13.27734,20,60,6.5,600,1.5,16,737.63,False,False,False
1968,Uttar Pradesh,62300.0,15.8105,7.58904,13.91324,25,80,6.5,1200,2.0,18,632.42,False,False,True
1968,Uttar Pradesh,1000.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1968,Uttar Pradesh,67700.0,10.84788,6.0266,10.84788,20,60,6.5,600,1.5,16,602.66,False,False,False
1969,Uttar Pradesh,69100.0,22.178,10.64544,19.51664,25,80,6.5,1200,2.0,18,887.12,False,False,True
1969,Uttar Pradesh,600.0,22.49991,9.99996,14.16661,22,70,6.0,800,2.5,20,833.33,False,True,False
1969,Uttar Pradesh,76500.0,17.78832,9.8824,17.78832,20,60,6.5,600,1.5,16,988.24,False,False,False
1970,Uttar Pradesh,67900.0,16.93675,8.12964,14.90434,25,80,6.5,1200,2.0,18,677.47,False,False,True
1970,Uttar Pradesh,700.0,46.28583,20.57148,29.14293,22,70,6.0,800,2.5,20,1714.29,False,True,False
1970,Uttar Pradesh,74200.0,19.091700000000003,10.6065,19.091700000000003,20,60,6.5,600,1.5,16,1060.65,False,False,False
1971,Uttar Pradesh,68700.0,28.238750000000003,13.5546,24.8501,25,80,6.5,1200,2.0,18,1129.55,False,False,True
1971,Uttar Pradesh,500.0,16.2,7.199999999999999,10.2,22,70,6.0,800,2.5,20,600.0,False,True,False
1971,Uttar Pradesh,69800.0,17.38116,9.6562,17.38116,20,60,6.5,600,1.5,16,965.62,False,False,False
1972,Uttar Pradesh,63400.0,22.161,10.63728,19.50168,25,80,6.5,1200,2.0,18,886.44,False,False,True
1972,Uttar Pradesh,600.0,31.500090000000004,14.000040000000002,19.83339,22,70,6.0,800,2.5,20,1166.67,False,True,False
1972,Uttar Pradesh,69200.0,18.2862,10.159,18.2862,20,60,6.5,600,1.5,16,1015.9,False,False,False
1973,Uttar Pradesh,68700.0,22.63475,10.86468,19.91858,25,80,6.5,1200,2.0,18,905.39,False,False,True
1973,Uttar Pradesh,500.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1973,Uttar Pradesh,68100.0,9.568260000000002,5.315700000000001,9.568260000000002,20,60,6.5,600,1.5,16,531.57,False,False,False
1974,Uttar Pradesh,71700.0,19.56075,9.38916,17.213459999999998,25,80,6.5,1200,2.0,18,782.43,False,False,True
1974,Uttar Pradesh,400.0,13.5,6.0,8.5,22,70,6.0,800,2.5,20,500.0,False,True,False
1974,Uttar Pradesh,63000.0,12.628620000000002,7.0159,12.628620000000002,20,60,6.5,600,1.5,16,701.59,False,False,False
1975,Uttar Pradesh,77100.0,18.7095,8.98056,16.46436,25,80,6.5,1200,2.0,18,748.38,False,False,True
1975,Uttar Pradesh,400.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1975,Uttar Pradesh,64099.99999999999,14.20902,7.8939,14.20902,20,60,6.5,600,1.5,16,789.39,False,False,False
1976,Uttar Pradesh,77900.0,23.523750000000003,11.2914,20.7009,25,80,6.5,1200,2.0,18,940.95,False,False,True
1976,Uttar Pradesh,400.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1976,Uttar Pradesh,64900.00000000001,19.109340000000003,10.6163,19.109340000000003,20,60,6.5,600,1.5,16,1061.63,False,False,False
1977,Uttar Pradesh,82200.0,28.46725,13.66428,25.05118,25,80,6.5,1200,2.0,18,1138.69,False,False,True
1977,Uttar Pradesh,500.0,21.6,9.6,13.6,22,70,6.0,800,2.5,20,800.0,False,True,False
1977,Uttar Pradesh,62800.0,16.85358,9.3631,16.85358,20,60,6.5,600,1.5,16,936.31,False,False,False
1978,Uttar Pradesh,90900.0,29.4555,14.13864,25.92084,25,80,6.5,1200,2.0,18,1178.22,False,False,True
1978,Uttar Pradesh,400.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1978,Uttar Pradesh,64400.00000000001,14.897519999999998,8.276399999999999,14.897519999999998,20,60,6.5,600,1.5,16,827.64,False,False,False
1979,Uttar Pradesh,85100.0,5.0235,2.41128,4.42068,25,80,6.5,1200,2.0,18,200.94,False,False,True
1979,Uttar Pradesh,300.0,18.00009,8.00004,11.33339,22,70,6.0,800,2.5,20,666.67,False,True,False
1979,Uttar Pradesh,71200.0,6.06744,3.3708,6.06744,20,60,6.5,600,1.5,16,337.08,False,False,False
1980,Uttar Pradesh,91700.0,24.1275,11.5812,21.2322,25,80,6.5,1200,2.0,18,965.1,False,False,True
1980,Uttar Pradesh,300.0,8.999909999999998,3.99996,5.66661,22,70,6.0,800,2.5,20,333.33,False,True,False
1980,Uttar Pradesh,54300.0,17.90064,9.9448,17.90064,20,60,6.5,600,1.5,16,994.48,False,False,False
1981,Uttar Pradesh,92200.0,34.49025,16.555320000000002,30.35142,25,80,6.5,1200,2.0,18,1379.61,False,False,True
1981,Uttar Pradesh,400.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1981,Uttar Pradesh,54900.0,13.0491,7.249500000000001,13.0491,20,60,6.5,600,1.5,16,724.95,False,False,False
1982,Uttar Pradesh,87800.0,29.2425,14.0364,25.7334,25,80,6.5,1200,2.0,18,1169.7,False,False,True
1982,Uttar Pradesh,300.0,18.00009,8.00004,11.33339,22,70,6.0,800,2.5,20,666.67,False,True,False
1982,Uttar Pradesh,58100.0,15.89328,8.829600000000001,15.89328,20,60,6.5,600,1.5,16,882.96,False,False,False
1983,Uttar Pradesh,97600.0,34.86175,16.73364,30.67834,25,80,6.5,1200,2.0,18,1394.47,False,False,True
1983,Uttar Pradesh,200.0,40.5,18.0,25.5,22,70,6.0,800,2.5,20,1500.0,False,True,False
1983,Uttar Pradesh,52600.0,18.58176,10.3232,18.58176,20,60,6.5,600,1.5,16,1032.32,False,False,False
1984,Uttar Pradesh,89300.0,29.61925,14.21724,26.06494,25,80,6.5,1200,2.0,18,1184.77,False,False,True
1984,Uttar Pradesh,300.0,54.0,24.0,34.0,22,70,6.0,800,2.5,20,2000.0,False,True,False
1984,Uttar Pradesh,60200.0,18.5382,10.299,18.5382,20,60,6.5,600,1.5,16,1029.9,False,False,False
1985,Uttar Pradesh,99100.0,36.655,17.5944,32.2564,25,80,6.5,1200,2.0,18,1466.2,False,False,True
1985,Uttar Pradesh,400.0,40.5,18.0,25.5,22,70,6.0,800,2.5,20,1500.0,False,True,False
1985,Uttar Pradesh,60800.0,16.282980000000002,9.0461,16.282980000000002,20,60,6.5,600,1.5,16,904.61,False,False,False
1986,Uttar Pradesh,101700.0,37.0945,17.80536,32.643159999999995,25,80,6.5,1200,2.0,18,1483.78,False,False,True
1986,Uttar Pradesh,400.0,33.75,15.0,21.25,22,70,6.0,800,2.5,20,1250.0,False,True,False
1986,Uttar Pradesh,59500.0,12.97818,7.210100000000001,12.97818,20,60,6.5,600,1.5,16,721.01,False,False,False
1987,Uttar Pradesh,43600.0,32.97025,15.82572,29.013820000000003,25,80,6.5,1200,2.0,18,1318.81,False,False,True
1987,Uttar Pradesh,200.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1987,Uttar Pradesh,59600.0,16.7013,9.2785,16.7013,20,60,6.5,600,1.5,16,927.85,False,False,False
1988,Uttar Pradesh,82200.0,36.405,17.4744,32.0364,25,80,6.5,1200,2.0,18,1456.2,False,False,True
1988,Uttar Pradesh,400.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1988,Uttar Pradesh,55300.0,15.59124,8.6618,15.59124,20,60,6.5,600,1.5,16,866.18,False,False,False
1989,Uttar Pradesh,72600.0,40.6335,19.50408,35.75748,25,80,6.5,1200,2.0,18,1625.34,False,False,True
1989,Uttar Pradesh,300.0,45.00009,20.00004,28.33339,22,70,6.0,800,2.5,20,1666.67,False,True,False
1989,Uttar Pradesh,53700.0,16.726319999999998,9.2924,16.726319999999998,20,60,6.5,600,1.5,16,929.24,False,False,False
1990,Uttar Pradesh,93240.0,48.96225,23.50188,43.086780000000005,25,80,6.5,1200,2.0,18,1958.49,False,False,True
1990,Uttar Pradesh,270.0,48.00006,21.33336,30.22226,22,70,6.0,800,2.5,20,1777.78,False,True,False
1990,Uttar Pradesh,54510.0,19.294380000000004,10.7191,19.294380000000004,20,60,6.5,600,1.5,16,1071.91,False,False,False
1991,Uttar Pradesh,81150.0,37.4585,17.98008,32.96348,25,80,6.5,1200,2.0,18,1498.34,False,False,True
1991,Uttar Pradesh,260.0,38.42316,17.07696,24.19236,22,70,6.0,800,2.5,20,1423.08,False,True,False
1991,Uttar Pradesh,50910.0,19.29762,10.7209,19.29762,20,60,6.5,600,1.5,16,1072.09,False,False,False
1992,Uttar Pradesh,83930.0,50.11625000000001,24.055800000000005,44.10230000000001,25,80,6.5,1200,2.0,18,2004.65,False,False,True
1992,Uttar Pradesh,290.0,48.4137,21.5172,30.4827,22,70,6.0,800,2.5,20,1793.1,False,True,False
1992,Uttar Pradesh,49670.0,16.318440000000002,9.0658,16.318440000000002,20,60,6.5,600,1.5,16,906.58,False,False,False
1993,Uttar Pradesh,60130.0,45.70525,21.93852,40.22062,25,80,6.5,1200,2.0,18,1828.21,False,False,True
1993,Uttar Pradesh,280.0,31.82139,14.14284,20.03569,22,70,6.0,800,2.5,20,1178.57,False,True,False
1993,Uttar Pradesh,52050.0,21.03984,11.6888,21.03984,20,60,6.5,600,1.5,16,1168.88,False,False,False
1994,Uttar Pradesh,79500.0,30.710750000000004,14.74116,27.02546,25,80,6.5,1200,2.0,18,1228.43,False,False,True
1994,Uttar Pradesh,280.0,46.28583,20.57148,29.14293,22,70,6.0,800,2.5,20,1714.29,False,True,False
1994,Uttar Pradesh,51780.0,19.33488,10.7416,19.33488,20,60,6.5,600,1.5,16,1074.16,False,False,False
1995,Uttar Pradesh,81480.0,43.39725000000001,20.83068,38.18958000000001,25,80,6.5,1200,2.0,18,1735.89,False,False,True
1995,Uttar Pradesh,260.0,52.961580000000005,23.53848,33.346180000000004,22,70,6.0,800,2.5,20,1961.54,False,True,False
1995,Uttar Pradesh,51840.0,12.72564,7.069800000000001,12.72564,20,60,6.5,600,1.5,16,706.98,False,False,False
1996,Uttar Pradesh,84810.0,41.404250000000005,19.87404,36.43574,25,80,6.5,1200,2.0,18,1656.17,False,False,True
1996,Uttar Pradesh,250.0,56.16,24.96,35.36,22,70,6.0,800,2.5,20,2080.0,False,True,False
1996,Uttar Pradesh,48730.0,19.55142,10.8619,19.55142,20,60,6.5,600,1.5,16,1086.19,False,False,False
1997,Uttar Pradesh,81840.0,49.615,23.8152,43.6612,25,80,6.5,1200,2.0,18,1984.6,False,False,True
1997,Uttar Pradesh,570.0,56.84202000000001,25.263120000000004,35.78942000000001,22,70,6.0,800,2.5,20,2105.26,False,True,False
1997,Uttar Pradesh,50110.0,17.38224,9.6568,17.38224,20,60,6.5,600,1.5,16,965.68,False,False,False
1998,Uttar Pradesh,89110.0,45.85075,22.00836,40.34866,25,80,6.5,1200,2.0,18,1834.03,False,False,True
1998,Uttar Pradesh,350.0,37.8,16.799999999999997,23.8,22,70,6.0,800,2.5,20,1400.0,False,True,False
1998,Uttar Pradesh,47810.0,18.89604,10.4978,18.89604,20,60,6.5,600,1.5,16,1049.78,False,False,False
1999,Uttar Pradesh,89900.0,47.425,22.764,41.734,25,80,6.5,1200,2.0,18,1897.0,False,False,True
1999,Uttar Pradesh,350.0,55.54278,24.68568,34.97138,22,70,6.0,800,2.5,20,2057.14,False,True,False
1999,Uttar Pradesh,46350.0,19.65042,10.9169,19.65042,20,60,6.5,600,1.5,16,1091.69,False,False,False
2000,Uttar Pradesh,91780.0,44.32075,21.27396,39.00226,25,80,6.5,1200,2.0,18,1772.83,False,False,True
2000,Uttar Pradesh,440.0,56.45457,25.09092,35.54547,22,70,6.0,800,2.5,20,2090.91,False,True,False
2000,Uttar Pradesh,44500.0,16.766280000000002,9.3146,16.766280000000002,20,60,6.5,600,1.5,16,931.46,False,False,False
2001,Uttar Pradesh,97300.0,50.94800000000001,24.455040000000004,44.83424,25,80,6.5,1200,2.0,18,2037.92,False,False,True
2001,Uttar Pradesh,420.0,51.42852,22.85712,32.38092,22,70,6.0,800,2.5,20,1904.76,False,True,False
2001,Uttar Pradesh,45030.0,19.88676,11.0482,19.88676,20,60,6.5,600,1.5,16,1104.82,False,False,False
2002,Uttar Pradesh,69090.0,41.5725,19.9548,36.5838,25,80,6.5,1200,2.0,18,1662.9,False,False,True
2002,Uttar Pradesh,320.0,37.125,16.5,23.375,22,70,6.0,800,2.5,20,1375.0,False,True,False
2002,Uttar Pradesh,45880.0,21.43278,11.9071,21.43278,20,60,6.5,600,1.5,16,1190.71,False,False,False
2003,Uttar Pradesh,85350.0,45.498,21.83904,40.03824,25,80,6.5,1200,2.0,18,1819.92,False,False,True
2003,Uttar Pradesh,350.0,30.85722,13.71432,19.42862,22,70,6.0,800,2.5,20,1142.86,False,True,False
2003,Uttar Pradesh,45380.0,22.1013,12.2785,22.1013,20,60,6.5,600,1.5,16,1227.85,False,False,False
2004,Uttar Pradesh,55060.0,46.37675,22.26084,40.81154,25,80,6.5,1200,2.0,18,1855.07,False,False,True
2004,Uttar Pradesh,610.0,50.01642,22.22952,31.49182,22,70,6.0,800,2.5,20,1852.46,False,True,False
2004,Uttar Pradesh,46660.0,17.62578,9.7921,17.62578,20,60,6.5,600,1.5,16,979.21,False,False,False
2005,Uttar Pradesh,86570.0,40.603,19.48944,35.730639999999994,25,80,6.5,1200,2.0,18,1624.12,False,False,True
2005,Uttar Pradesh,460.0,35.21745,15.6522,22.17395,22,70,6.0,800,2.5,20,1304.35,False,True,False
2005,Uttar Pradesh,50120.0,18.83322,10.4629,18.83322,20,60,6.5,600,1.5,16,1046.29,False,False,False
2006,Uttar Pradesh,79460.0,39.90675,19.15524,35.117940000000004,25,80,6.5,1200,2.0,18,1596.27,False,False,True
2006,Uttar Pradesh,430.0,36.41868,16.186079999999997,22.93028,22,70,6.0,800,2.5,20,1348.84,False,True,False
2006,Uttar Pradesh,49960.0,17.9532,9.974,17.9532,20,60,6.5,600,1.5,16,997.4,False,False,False
2007,Uttar Pradesh,78860.0,47.13725,22.62588,41.48078,25,80,6.5,1200,2.0,18,1885.49,False,False,True
2007,Uttar Pradesh,470.0,41.93613,18.63828,26.40423,22,70,6.0,800,2.5,20,1553.19,False,True,False
2007,Uttar Pradesh,47460.0,16.34256,9.0792,16.34256,20,60,6.5,600,1.5,16,907.92,False,False,False
2008,Uttar Pradesh,87040.0,57.697500000000005,27.6948,50.7738,25,80,6.5,1200,2.0,18,2307.9,False,False,True
2008,Uttar Pradesh,370.0,41.59458,18.48648,26.18918,22,70,6.0,800,2.5,20,1540.54,False,True,False
2008,Uttar Pradesh,46710.0,21.45672,11.9204,21.45672,20,60,6.5,600,1.5,16,1192.04,False,False,False
2009,Uttar Pradesh,62420.0,54.57375,26.1954,48.0249,25,80,6.5,1200,2.0,18,2182.95,False,False,True
2009,Uttar Pradesh,300.0,38.69991,17.19996,24.36661,22,70,6.0,800,2.5,20,1433.33,False,True,False
2009,Uttar Pradesh,45600.0,17.55,9.75,17.55,20,60,6.5,600,1.5,16,975.0,False,False,False
2010,Uttar Pradesh,71470.0,52.683,25.287840000000003,46.36104,25,80,6.5,1200,2.0,18,2107.32,False,False,True
2010,Uttar Pradesh,350.0,23.91417,10.62852,15.05707,22,70,6.0,800,2.5,20,885.71,False,True,False
2010,Uttar Pradesh,44730.0,20.77668,11.5426,20.77668,20,60,6.5,600,1.5,16,1154.26,False,False,False
2011,Uttar Pradesh,79780.0,58.4545,28.05816,51.43996,25,80,6.5,1200,2.0,18,2338.18,False,False,True
2011,Uttar Pradesh,310.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
2011,Uttar Pradesh,42900.0,23.62662,13.1259,23.62662,20,60,6.5,600,1.5,16,1312.59,False,False,False
2012,Uttar Pradesh,77160.0,61.40475,29.47428,54.03618,25,80,6.5,1200,2.0,18,2456.19,False,False,True
2012,Uttar Pradesh,380.0,34.815690000000004,15.47364,21.920990000000003,22,70,6.0,800,2.5,20,1289.47,False,True,False
2012,Uttar Pradesh,43380.0,22.473,12.485,22.473,20,60,6.5,600,1.5,16,1248.5,False,False,False
2013,Uttar Pradesh,86460.0,65.1255,31.260240000000003,57.31044,25,80,6.5,1200,2.0,18,2605.02,False,False,True
2013,Uttar Pradesh,250.0,32.4,14.4,20.4,22,70,6.0,800,2.5,20,1200.0,False,True,False
2013,Uttar Pradesh,41690.0,7.82784,4.3488,7.82784,20,60,6.5,600,1.5,16,434.88,False,False,False
2014,Uttar Pradesh,80700.0,48.6525,23.3532,42.8142,25,80,6.5,1200,2.0,18,1946.1,False,False,True
2014,Uttar Pradesh,280.0,51.10722,22.71432,32.17862,22,70,6.0,800,2.5,20,1892.86,False,True,False
2014,Uttar Pradesh,41940.0,3.28752,1.8264,3.28752,20,60,6.5,600,1.5,16,182.64,False,False,False
2015,Uttar Pradesh,81950.0,51.1745,24.56376,45.03356,25,80,6.5,1200,2.0,18,2046.98,False,False,True
2015,Uttar Pradesh,530.0,20.37744,9.056640000000002,12.830240000000002,22,70,6.0,800,2.5,20,754.72,False,True,False
2015,Uttar Pradesh,33910.0,10.31382,5.7299,10.31382,20,60,6.5,600,1.5,16,572.99,False,False,False
2016,Uttar Pradesh,86790.0,62.125,29.82,54.67,25,80,6.5,1200,2.0,18,2485.0,False,False,True
2016,Uttar Pradesh,500.0,52.76529,23.45124,33.22259,22,70,6.0,800,2.5,20,1954.27,False,True,False
2016,Uttar Pradesh,44680.0,23.03298,12.7961,23.03298,20,60,6.5,600,1.5,16,1279.61,False,False,False
2017,Uttar Pradesh,82060.0,66.0,31.68,58.080000000000005,25,80,6.5,1200,2.0,18,2640.0,False,False,True
2017,Uttar Pradesh,310.0,59.400000000000006,26.4,37.400000000000006,22,70,6.0,800,2.5,20,2200.0,False,True,False
2017,Uttar Pradesh,42140.0,29.0115,16.1175,29.0115,20,60,6.5,600,1.5,16,1611.75,False,False,False
1966,Uttar Pradesh,137500.0,8.76375,4.2066,7.7121,25,80,6.5,1200,2.0,18,350.55,False,False,True
1966,Uttar Pradesh,1100.0,29.45457,13.09092,18.54547,22,70,6.0,800,2.5,20,1090.91,False,True,False
1966,Uttar Pradesh,94500.0,5.18094,2.8783,5.18094,20,60,6.5,600,1.5,16,287.83,False,False,False
1967,Uttar Pradesh,126800.0,17.96125,8.621400000000001,15.8059,25,80,6.5,1200,2.0,18,718.45,False,False,True
1967,Uttar Pradesh,1300.0,22.84605,10.1538,14.38455,22,70,6.0,800,2.5,20,846.15,False,True,False
1967,Uttar Pradesh,88400.0,14.6403,8.1335,14.6403,20,60,6.5,600,1.5,16,813.35,False,False,False
1968,Uttar Pradesh,129100.0,7.552249999999999,3.62508,6.64598,25,80,6.5,1200,2.0,18,302.09,False,False,True
1968,Uttar Pradesh,1300.0,24.92316,11.07696,15.69236,22,70,6.0,800,2.5,20,923.08,False,True,False
1968,Uttar Pradesh,75400.0,9.31032,5.1724000000000006,9.31032,20,60,6.5,600,1.5,16,517.24,False,False,False
1969,Uttar Pradesh,137200.0,21.24625,10.1982,18.6967,25,80,6.5,1200,2.0,18,849.85,False,False,True
1969,Uttar Pradesh,2200.0,23.31828,10.36368,14.68188,22,70,6.0,800,2.5,20,863.64,False,True,False
1969,Uttar Pradesh,85200.0,14.53518,8.075099999999999,14.53518,20,60,6.5,600,1.5,16,807.51,False,False,False
1970,Uttar Pradesh,139300.0,17.157249999999998,8.235479999999999,15.09838,25,80,6.5,1200,2.0,18,686.29,False,False,True
1970,Uttar Pradesh,2100.0,43.71435,19.4286,27.52385,22,70,6.0,800,2.5,20,1619.05,False,True,False
1970,Uttar Pradesh,83200.0,15.1443,8.4135,15.1443,20,60,6.5,600,1.5,16,841.35,False,False,False
1971,Uttar Pradesh,150300.0,22.4385,10.77048,19.74588,25,80,6.5,1200,2.0,18,897.54,False,False,True
1971,Uttar Pradesh,1100.0,17.181720000000002,7.63632,10.81812,22,70,6.0,800,2.5,20,636.36,False,True,False
1971,Uttar Pradesh,85400.0,15.49188,8.6066,15.49188,20,60,6.5,600,1.5,16,860.66,False,False,False
1972,Uttar Pradesh,144600.0,22.06075,10.58916,19.41346,25,80,6.5,1200,2.0,18,882.43,False,False,True
1972,Uttar Pradesh,1500.0,30.59991,13.59996,19.26661,22,70,6.0,800,2.5,20,1133.33,False,True,False
1972,Uttar Pradesh,79600.0,12.0753,6.708500000000001,12.0753,20,60,6.5,600,1.5,16,670.85,False,False,False
1973,Uttar Pradesh,136900.0,21.69475,10.41348,19.09138,25,80,6.5,1200,2.0,18,867.79,False,False,True
1973,Uttar Pradesh,800.0,23.625,10.5,14.875,22,70,6.0,800,2.5,20,875.0,False,True,False
1973,Uttar Pradesh,80600.0,10.11654,5.620299999999999,10.11654,20,60,6.5,600,1.5,16,562.03,False,False,False
1974,Uttar Pradesh,142300.0,14.336000000000002,6.88128,12.61568,25,80,6.5,1200,2.0,18,573.44,False,False,True
1974,Uttar Pradesh,1400.0,9.64278,4.28568,6.07138,22,70,6.0,800,2.5,20,357.14,False,True,False
1974,Uttar Pradesh,65600.0,10.37196,5.762200000000001,10.37196,20,60,6.5,600,1.5,16,576.22,False,False,False
1975,Uttar Pradesh,144900.0,22.705250000000003,10.89852,19.98062,25,80,6.5,1200,2.0,18,908.21,False,False,True
1975,Uttar Pradesh,1800.0,22.49991,9.99996,14.16661,22,70,6.0,800,2.5,20,833.33,False,True,False
1975,Uttar Pradesh,68000.0,15.11478,8.3971,15.11478,20,60,6.5,600,1.5,16,839.71,False,False,False
1976,Uttar Pradesh,129300.0,20.0695,9.63336,17.66116,25,80,6.5,1200,2.0,18,802.78,False,False,True
1976,Uttar Pradesh,900.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1976,Uttar Pradesh,67400.0,15.7032,8.724,15.7032,20,60,6.5,600,1.5,16,872.4,False,False,False
1977,Uttar Pradesh,137200.0,30.02925,14.41404,26.42574,25,80,6.5,1200,2.0,18,1201.17,False,False,True
1977,Uttar Pradesh,500.0,21.6,9.6,13.6,22,70,6.0,800,2.5,20,800.0,False,True,False
1977,Uttar Pradesh,69900.0,18.54072,10.3004,18.54072,20,60,6.5,600,1.5,16,1030.04,False,False,False
1978,Uttar Pradesh,156000.0,31.907000000000004,15.315360000000002,28.07816,25,80,6.5,1200,2.0,18,1276.28,False,False,True
1978,Uttar Pradesh,1100.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1978,Uttar Pradesh,75300.0,16.135379999999998,8.964099999999998,16.135379999999998,20,60,6.5,600,1.5,16,896.41,False,False,False
1979,Uttar Pradesh,146500.0,6.1605,2.95704,5.42124,25,80,6.5,1200,2.0,18,246.42,False,False,True
1979,Uttar Pradesh,1300.0,16.61526,7.38456,10.46146,22,70,6.0,800,2.5,20,615.38,False,True,False
1979,Uttar Pradesh,72700.0,8.93808,4.9656,8.93808,20,60,6.5,600,1.5,16,496.56,False,False,False
1980,Uttar Pradesh,163000.0,24.678,11.84544,21.71664,25,80,6.5,1200,2.0,18,987.12,False,False,True
1980,Uttar Pradesh,900.0,11.99988,5.33328,7.55548,22,70,6.0,800,2.5,20,444.44,False,True,False
1980,Uttar Pradesh,69800.0,17.3295,9.6275,17.3295,20,60,6.5,600,1.5,16,962.75,False,False,False
1981,Uttar Pradesh,169400.0,27.169500000000003,13.04136,23.90916,25,80,6.5,1200,2.0,18,1086.78,False,False,True
1981,Uttar Pradesh,800.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1981,Uttar Pradesh,69000.0,12.156479999999998,6.7536,12.156479999999998,20,60,6.5,600,1.5,16,675.36,False,False,False
1982,Uttar Pradesh,165000.0,28.378750000000004,13.6218,24.9733,25,80,6.5,1200,2.0,18,1135.15,False,False,True
1982,Uttar Pradesh,500.0,16.2,7.199999999999999,10.2,22,70,6.0,800,2.5,20,600.0,False,True,False
1982,Uttar Pradesh,78200.0,15.58314,8.6573,15.58314,20,60,6.5,600,1.5,16,865.73,False,False,False
1983,Uttar Pradesh,175700.0,32.72625,15.7086,28.799100000000003,25,80,6.5,1200,2.0,18,1309.05,False,False,True
1983,Uttar Pradesh,200.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
1983,Uttar Pradesh,62000.0,19.71288,10.9516,19.71288,20,60,6.5,600,1.5,16,1095.16,False,False,False
1984,Uttar Pradesh,163700.0,22.4495,10.77576,19.75556,25,80,6.5,1200,2.0,18,897.98,False,False,True
1984,Uttar Pradesh,900.0,54.0,24.0,34.0,22,70,6.0,800,2.5,20,2000.0,False,True,False
1984,Uttar Pradesh,66300.0,20.52486,11.4027,20.52486,20,60,6.5,600,1.5,16,1140.27,False,False,False
1985,Uttar Pradesh,167200.0,37.515,18.007199999999997,33.0132,25,80,6.5,1200,2.0,18,1500.6,False,False,True
1985,Uttar Pradesh,1500.0,39.60009,17.60004,24.933390000000003,22,70,6.0,800,2.5,20,1466.67,False,True,False
1985,Uttar Pradesh,79200.0,15.5682,8.649000000000001,15.5682,20,60,6.5,600,1.5,16,864.9,False,False,False
1986,Uttar Pradesh,176000.0,32.542500000000004,15.6204,28.637400000000003,25,80,6.5,1200,2.0,18,1301.7,False,False,True
1986,Uttar Pradesh,1100.0,29.45457,13.09092,18.54547,22,70,6.0,800,2.5,20,1090.91,False,True,False
1986,Uttar Pradesh,67600.0,13.79286,7.6627,13.79286,20,60,6.5,600,1.5,16,766.27,False,False,False
1987,Uttar Pradesh,111500.0,34.64125,16.6278,30.4843,25,80,6.5,1200,2.0,18,1385.65,False,False,True
1987,Uttar Pradesh,900.0,24.00003,10.66668,15.11113,22,70,6.0,800,2.5,20,888.89,False,True,False
1987,Uttar Pradesh,63700.0,12.60288,7.0016,12.60288,20,60,6.5,600,1.5,16,700.16,False,False,False
1988,Uttar Pradesh,158400.0,37.1055,17.81064,32.652840000000005,25,80,6.5,1200,2.0,18,1484.22,False,False,True
1988,Uttar Pradesh,900.0,27.0,12.0,17.0,22,70,6.0,800,2.5,20,1000.0,False,True,False
